wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,79,891445,116877,10
DISPATCHER_QUEUE_SEMAPHORE,1,60069,60069,0
SLEEP_TASK,38,22245,1033,0
LOGMGR_QUEUE,142,18056,143,0
LAZYWRITER_SLEEP,9,9062,1012,0
DIRTY_PAGE_POLL,85,9048,115,0
HADR_FILESTREAM_IOMGR_IOCOMPLETION,17,8630,513,0
XE_TIMER_EVENT,2,8297,5006,8297
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,2,8012,4011,0
BROKER_TO_FLUSH,4,5158,1037,0
REQUEST_FOR_DEADLOCK_SEARCH,1,5010,5010,5010
PREEMPTIVE_OS_CRYPTOPS,6,156,78,0
WAIT_ON_SYNC_STATISTICS_REFRESH,4,4,1,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,6,3,1,0
MEMORY_ALLOCATION_EXT,2886,1,0,0
WRITELOG,4,1,0,0
RESOURCE_QUEUE,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0
PAGEIOLATCH_EX,0,0,0,0
PAGEIOLATCH_UP,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,0,0,0,0
PAGELATCH_UP,0,0,0,0
PAGELATCH_SH,0,0,0,0
PAGELATCH_KP,0,0,0,0
PAGELATCH_NL,0,0,0,0
PWAIT_LATCH_ONLY,0,0,0,0
LATCH_DT,0,0,0,0
LATCH_EX,0,0,0,0
LATCH_UP,0,0,0,0
LATCH_SH,0,0,0,0
LATCH_KP,0,0,0,0
LATCH_NL,0,0,0,0
LCK_M_SCH_C,0,0,0,0
LCK_M_SCH_A,0,0,0,0
LCK_M_RX_X,0,0,0,0
LCK_M_RX_U,0,0,0,0
LCK_M_RX_S,0,0,0,0
LCK_M_RIn_X,0,0,0,0
LCK_M_RIn_U,0,0,0,0
LCK_M_RIn_S,0,0,0,0

(50 rows affected)
