wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
LCK_M_RS_U,53360,162915687,7756,1963
SOS_WORK_DISPATCHER,66580,88557048,185368,10101
THREADPOOL,126158,40923503,2288,4
DISPATCHER_QUEUE_SEMAPHORE,6,971358,120003,2
SLEEP_TASK,1203,889808,2012,19
LOGMGR_QUEUE,50784,702456,143,355
CHECKPOINT_QUEUE,82,441223,114128,1
PVS_PREALLOCATE,58082,436742,114733,848
XE_DISPATCHER_WAIT,8,388291,120018,0
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360052,60017,9
XE_TIMER_EVENT,107,353813,5014,353813
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,88,352443,4015,0
DIRTY_PAGE_POLL,3217,351677,116,4
HADR_FILESTREAM_IOMGR_IOCOMPLETION,696,351612,516,24
LAZYWRITER_SLEEP,356,351179,1016,11
REQUEST_FOR_DEADLOCK_SEARCH,70,350442,5013,350442
FT_IFTS_SCHEDULER_IDLE_WAIT,5,300025,60010,0
SP_SERVER_DIAGNOSTICS_SLEEP,1,300011,300011,300011
BROKER_TO_FLUSH,170,176093,1040,10
QDS_ASYNC_QUEUE,2,114353,114255,0
BROKER_TASK_STOP,13,110080,10016,4
PREEMPTIVE_OS_CRYPTOPS,2541,66456,93,0
WRITELOG,32969,15319,263,347
PREEMPTIVE_OS_AUTHENTICATIONOPS,2553,1805,6,0
PREEMPTIVE_OS_WRITEFILEGATHER,2,1058,529,0
PAGEIOLATCH_UP,126,546,263,1
SOS_SCHEDULER_YIELD,40363,482,47,466
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,847,217,4,0
PREEMPTIVE_XE_GETTARGETSTATE,14,50,23,0
MEMORY_ALLOCATION_EXT,64726,38,0,0
PREEMPTIVE_OS_QUERYREGISTRY,1356,32,4,0
PREEMPTIVE_SERVICE_CONTROL_MANGER,50,29,4,0
PREEMPTIVE_OS_AUTHORIZATIONOPS,849,28,4,0
PAGEIOLATCH_EX,2,16,15,0
PREEMPTIVE_OS_DEVICEOPS,17,10,1,0
PREEMPTIVE_OS_FILEOPS,6,5,2,0
PREEMPTIVE_OS_GENERICOPS,7,4,4,0
WAIT_ON_SYNC_STATISTICS_REFRESH,4,4,1,0
PAGELATCH_SH,116,2,0,2
XE_BUFFERMGR_ALLPROCESSED_EVENT,2,2,2,0
ASYNC_NETWORK_IO,112,2,0,0
PREEMPTIVE_OS_REVERTTOSELF,2,2,2,0
PREEMPTIVE_OS_WRITEFILE,5,2,0,0
PAGELATCH_EX,2,1,1,1
RESOURCE_QUEUE,0,0,0,0
PAGELATCH_UP,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0

(50 rows affected)
