wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,171374,129960228,477548,31862
LCK_M_RS_U,49649,92271792,4396,983
DISPATCHER_QUEUE_SEMAPHORE,6,960275,120013,0
SLEEP_TASK,1310,885137,2011,30
LOGMGR_QUEUE,51992,696606,143,342
PVS_PREALLOCATE,58219,483903,165534,837
CHECKPOINT_QUEUE,81,461742,131599,1
XE_DISPATCHER_WAIT,8,393923,117908,0
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360029,60008,0
FT_IFTS_SCHEDULER_IDLE_WAIT,6,360021,60008,0
LAZYWRITER_SLEEP,355,349102,1015,13
HADR_FILESTREAM_IOMGR_IOCOMPLETION,691,348893,516,13
DIRTY_PAGE_POLL,3212,348663,115,3
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,87,348507,4015,0
REQUEST_FOR_DEADLOCK_SEARCH,69,345525,5014,345525
XE_TIMER_EVENT,105,344352,5014,344352
SP_SERVER_DIAGNOSTICS_SLEEP,1,300005,300005,300005
BROKER_TO_FLUSH,170,173799,1040,2
QDS_ASYNC_QUEUE,2,165285,165129,0
BROKER_TASK_STOP,13,130090,10015,8
PREEMPTIVE_OS_CRYPTOPS,1347,34448,81,0
WRITELOG,33476,15125,130,344
PREEMPTIVE_OS_WRITEFILEGATHER,2,1057,529,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,1353,858,4,0
PAGEIOLATCH_UP,118,819,263,1
SOS_SCHEDULER_YIELD,35946,479,4,467
PREEMPTIVE_XE_GETTARGETSTATE,26,99,25,0
LCK_M_IX,212,96,2,7
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,449,43,0,0
MEMORY_ALLOCATION_EXT,35917,25,0,0
PREEMPTIVE_OS_AUTHORIZATIONOPS,450,12,0,0
PREEMPTIVE_OS_QUERYREGISTRY,377,11,4,0
ASYNC_NETWORK_IO,440,10,0,3
PREEMPTIVE_SERVICE_CONTROL_MANGER,60,9,1,0
PAGEIOLATCH_EX,2,5,5,0
PREEMPTIVE_OS_FILEOPS,6,5,2,0
PAGELATCH_SH,116,2,0,1
XE_BUFFERMGR_ALLPROCESSED_EVENT,3,1,0,0
PREEMPTIVE_OS_WRITEFILE,4,1,0,0
RESOURCE_QUEUE,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0

(50 rows affected)
