wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,76077,19361856,432012,3662
SLEEP_TASK,1361,907461,2015,29
LOGMGR_QUEUE,49988,715713,143,421
PVS_PREALLOCATE,39989,595459,277282,551
CHECKPOINT_QUEUE,79,487771,172026,1
REQUEST_FOR_DEADLOCK_SEARCH,72,360464,5015,360464
DISPATCHER_QUEUE_SEMAPHORE,6,360241,60098,0
XE_TIMER_EVENT,108,360080,5014,360080
FT_IFTS_SCHEDULER_IDLE_WAIT,6,360043,60015,0
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360018,60005,0
XE_DISPATCHER_WAIT,7,360005,102295,0
LAZYWRITER_SLEEP,363,358225,1016,2
DIRTY_PAGE_POLL,3327,358151,115,5
HADR_FILESTREAM_IOMGR_IOCOMPLETION,709,357871,516,7
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,89,356584,4015,0
SP_SERVER_DIAGNOSTICS_SLEEP,1,300008,300008,300008
QDS_ASYNC_QUEUE,2,277799,277441,0
BROKER_TO_FLUSH,174,179094,1040,6
LCK_M_RS_U,11705,140169,182,162
BROKER_TASK_STOP,12,120072,10014,0
LCK_M_IX,3296,16394,529,143
WRITELOG,29050,13839,264,335
PREEMPTIVE_OS_CRYPTOPS,168,4205,78,0
PREEMPTIVE_OS_WRITEFILEGATHER,1,529,529,0
PAGEIOLATCH_UP,78,159,11,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,174,96,1,0
PREEMPTIVE_XE_GETTARGETSTATE,13,47,23,0
SOS_SCHEDULER_YIELD,7492,32,0,29
MEMORY_ALLOCATION_EXT,17983,17,0,0
PREEMPTIVE_SERVICE_CONTROL_MANGER,60,11,2,0
PREEMPTIVE_OS_DEVICEOPS,17,9,1,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,56,5,0,0
PREEMPTIVE_OS_QUERYREGISTRY,236,5,0,0
ASYNC_NETWORK_IO,92,2,0,0
PREEMPTIVE_OS_FILEOPS,3,2,2,0
PREEMPTIVE_OS_AUTHORIZATIONOPS,57,1,0,0
PREEMPTIVE_OS_WRITEFILE,3,1,0,0
RESOURCE_QUEUE,0,0,0,0
LCK_M_RS_S,0,0,0,0
LCK_M_BU,0,0,0,0
LCK_M_UIX,0,0,0,0
LCK_M_SIX,0,0,0,0
LCK_M_SIU,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0

(50 rows affected)
