wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,168725,100091991,378839,43090
LCK_M_RS_U,47222,95911635,6855,4971
SLEEP_TASK,1261,1800800,900000,16
DISPATCHER_QUEUE_SEMAPHORE,6,959808,120002,0
LOGMGR_QUEUE,61461,709278,129,458
SP_SERVER_DIAGNOSTICS_SLEEP,2143,600000,300000,600000
PVS_PREALLOCATE,56367,387010,68528,2482
CHECKPOINT_QUEUE,80,374788,49615,2
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360002,60000,0
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,89,356006,4000,0
REQUEST_FOR_DEADLOCK_SEARCH,71,355033,5005,355033
HADR_FILESTREAM_IOMGR_IOCOMPLETION,709,355003,523,13
DIRTY_PAGE_POLL,3528,354976,101,4
LAZYWRITER_SLEEP,375,354803,1010,15
XE_TIMER_EVENT,105,354038,5002,354038
PWAIT_EXTENSIBILITY_CLEANUP_TASK,1,300000,300000,300000
XE_DISPATCHER_WAIT,6,289423,70573,0
BROKER_TO_FLUSH,174,177271,1039,6
BROKER_TASK_STOP,13,110012,10004,8
QDS_ASYNC_QUEUE,2,68280,68082,0
WRITELOG,31824,16055,33,1537
PREEMPTIVE_OS_CRYPTOPS,1521,15779,43,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,1014,2337,10,0
SOS_SCHEDULER_YIELD,37063,751,28,736
PREEMPTIVE_OS_WRITEFILEGATHER,1,543,543,0
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,507,415,15,0
PAGEIOLATCH_UP,5,122,86,0
LCK_M_IX,160,106,2,5
PREEMPTIVE_OS_QUERYREGISTRY,360,50,4,0
PREEMPTIVE_XE_GETTARGETSTATE,13,37,19,0
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICYFREE,507,35,4,0
PREEMPTIVE_OS_WRITEFILE,3,35,19,0
MEMORY_ALLOCATION_EXT,32010,32,3,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,507,19,3,0
PAGELATCH_SH,132,3,0,2
WRITE_COMPLETION,4,2,0,0
IO_COMPLETION,4,1,0,0
PREEMPTIVE_OS_GENERICOPS,6,1,0,0
PREEMPTIVE_OS_FLUSHFILEBUFFERS,1,1,1,0
RESOURCE_QUEUE,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0
PAGEIOLATCH_EX,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0

(50 rows affected)
