wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,57,159628,15002,1
SLEEP_TASK,44,30150,1024,0
LOGMGR_QUEUE,180,23162,129,0
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,3,12000,4000,0
DIRTY_PAGE_POLL,115,11569,101,0
HADR_FILESTREAM_IOMGR_IOCOMPLETION,23,11505,501,0
LAZYWRITER_SLEEP,12,11112,1000,0
REQUEST_FOR_DEADLOCK_SEARCH,2,10000,5000,10000
XE_TIMER_EVENT,2,9088,4999,9088
BROKER_TO_FLUSH,6,6144,1024,0
PREEMPTIVE_OS_CRYPTOPS,6,56,27,0
PREEMPTIVE_OS_WRITEFILE,1,14,14,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,4,8,4,0
PREEMPTIVE_OS_GENERICOPS,4,1,0,0
RESOURCE_QUEUE,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0
PAGEIOLATCH_EX,0,0,0,0
PAGEIOLATCH_UP,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,0,0,0,0
PAGELATCH_UP,0,0,0,0
PAGELATCH_SH,0,0,0,0
PAGELATCH_KP,0,0,0,0
PAGELATCH_NL,0,0,0,0
PWAIT_LATCH_ONLY,0,0,0,0
LATCH_DT,0,0,0,0
LATCH_EX,0,0,0,0
LATCH_UP,0,0,0,0
LATCH_SH,0,0,0,0
LATCH_KP,0,0,0,0
LATCH_NL,0,0,0,0
LCK_M_SCH_C,0,0,0,0
LCK_M_SCH_A,0,0,0,0
LCK_M_RX_X,0,0,0,0
LCK_M_RX_U,0,0,0,0
LCK_M_RX_S,0,0,0,0
LCK_M_RIn_X,0,0,0,0
LCK_M_RIn_U,0,0,0,0
LCK_M_RIn_S,0,0,0,0
LCK_M_RIn_NL,0,0,0,0
LCK_M_RS_U,0,0,0,0

(50 rows affected)
