wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
LCK_M_RS_U,50322,162579156,7139,2200
THREADPOOL,117909,40252155,2326,4
SOS_WORK_DISPATCHER,65610,7830583,385802,10774
SLEEP_TASK,1332,930158,2014,52
PVS_PREALLOCATE,56205,811178,488714,799
LOGMGR_QUEUE,49521,733896,143,330
QDS_ASYNC_QUEUE,2,489132,488992,0
CHECKPOINT_QUEUE,79,374810,54551,1
DISPATCHER_QUEUE_SEMAPHORE,6,369058,63959,0
LAZYWRITER_SLEEP,373,367337,1016,14
DIRTY_PAGE_POLL,3365,367313,115,6
HADR_FILESTREAM_IOMGR_IOCOMPLETION,728,367209,516,19
XE_TIMER_EVENT,109,365511,5014,360626
REQUEST_FOR_DEADLOCK_SEARCH,73,365441,5014,365441
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,91,364641,4015,0
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360034,60008,0
FT_IFTS_SCHEDULER_IDLE_WAIT,6,360032,60008,0
XE_DISPATCHER_WAIT,7,312611,63139,0
SP_SERVER_DIAGNOSTICS_SLEEP,1,300005,300005,300005
BROKER_TO_FLUSH,178,183448,1041,1
BROKER_TASK_STOP,12,120076,10014,7
PREEMPTIVE_OS_CRYPTOPS,2511,68110,89,0
WRITELOG,30999,13536,4,328
PREEMPTIVE_OS_AUTHENTICATIONOPS,2517,1814,4,0
PREEMPTIVE_OS_WRITEFILEGATHER,2,1058,529,0
SOS_SCHEDULER_YIELD,43528,547,4,525
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,837,194,4,0
MEMORY_ALLOCATION_EXT,59906,146,0,0
PREEMPTIVE_OS_QUERYREGISTRY,1363,33,4,0
PREEMPTIVE_OS_AUTHORIZATIONOPS,838,27,3,0
PREEMPTIVE_XE_GETTARGETSTATE,17,16,6,0
ASYNC_NETWORK_IO,461,15,4,7
PREEMPTIVE_SERVICE_CONTROL_MANGER,60,9,0,0
PREEMPTIVE_OS_FILEOPS,6,4,1,0
PREEMPTIVE_OS_DISCONNECTNAMEDPIPE,5,4,4,0
PAGEIOLATCH_SH,5,3,0,0
PREEMPTIVE_OS_DELETESECURITYCONTEXT,3,2,2,0
PREEMPTIVE_XE_SESSIONCOMMIT,5,1,0,0
PREEMPTIVE_OS_WRITEFILE,4,1,0,0
RESOURCE_QUEUE,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0
PAGEIOLATCH_EX,1,0,0,0
PAGEIOLATCH_UP,2,0,0,0
LCK_M_RS_S,0,0,0,0

(50 rows affected)
