wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,145,2261218,180240,19
DISPATCHER_QUEUE_SEMAPHORE,1,60067,60067,0
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,1,60005,60005,0
XE_DISPATCHER_WAIT,1,56872,56872,0
SLEEP_TASK,80,50504,1038,0
LOGMGR_QUEUE,301,40458,143,0
DIRTY_PAGE_POLL,190,20320,115,0
HADR_FILESTREAM_IOMGR_IOCOMPLETION,40,20257,515,0
LAZYWRITER_SLEEP,20,20148,1014,0
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,5,20024,4009,0
XE_TIMER_EVENT,7,20019,5013,20019
REQUEST_FOR_DEADLOCK_SEARCH,4,20010,5006,20010
BROKER_TO_FLUSH,9,10298,1038,0
PREEMPTIVE_OS_CRYPTOPS,6,161,80,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,6,3,1,0
MEMORY_ALLOCATION_EXT,2481,1,0,0
PREEMPTIVE_OS_QUERYREGISTRY,33,1,0,0
RESOURCE_QUEUE,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0
PAGEIOLATCH_EX,0,0,0,0
PAGEIOLATCH_UP,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,0,0,0,0
PAGELATCH_UP,0,0,0,0
PAGELATCH_SH,0,0,0,0
PAGELATCH_KP,0,0,0,0
PAGELATCH_NL,0,0,0,0
PWAIT_LATCH_ONLY,0,0,0,0
LATCH_DT,0,0,0,0
LATCH_EX,0,0,0,0
LATCH_UP,0,0,0,0
LATCH_SH,0,0,0,0
LATCH_KP,0,0,0,0
LATCH_NL,0,0,0,0
LCK_M_SCH_C,0,0,0,0
LCK_M_SCH_A,0,0,0,0
LCK_M_RX_X,0,0,0,0
LCK_M_RX_U,0,0,0,0
LCK_M_RX_S,0,0,0,0
LCK_M_RIn_X,0,0,0,0
LCK_M_RIn_U,0,0,0,0

(50 rows affected)
