wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
LCK_M_RS_U,53416,162169341,6685,2073
THREADPOOL,127092,40486834,2603,4
SOS_WORK_DISPATCHER,66088,6360182,299597,9670
SLEEP_TASK,1350,943154,2003,18
LOGMGR_QUEUE,51475,743793,143,336
PVS_PREALLOCATE,58320,664447,341637,851
CHECKPOINT_QUEUE,82,497222,164166,1
XE_DISPATCHER_WAIT,6,422705,120005,0
DISPATCHER_QUEUE_SEMAPHORE,6,377664,65761,4
XE_TIMER_EVENT,112,375644,5014,373577
REQUEST_FOR_DEADLOCK_SEARCH,75,375403,5015,375403
HADR_FILESTREAM_IOMGR_IOCOMPLETION,738,372520,516,15
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,93,372450,4015,0
DIRTY_PAGE_POLL,3416,372321,115,5
LAZYWRITER_SLEEP,378,372250,1016,4
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360041,60012,4
FT_IFTS_SCHEDULER_IDLE_WAIT,6,360026,60012,0
QDS_ASYNC_QUEUE,2,342045,341956,0
SP_SERVER_DIAGNOSTICS_SLEEP,1,300000,300000,300000
BROKER_TO_FLUSH,181,186383,1040,5
BROKER_TASK_STOP,13,130087,10011,0
PREEMPTIVE_OS_CRYPTOPS,2530,66131,83,0
WRITELOG,33136,15129,127,368
PREEMPTIVE_OS_AUTHENTICATIONOPS,2541,1760,6,0
PREEMPTIVE_OS_WRITEFILEGATHER,2,1056,528,0
SOS_SCHEDULER_YIELD,40830,816,32,800
MEMORY_ALLOCATION_EXT,157483,202,0,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,845,182,4,0
PAGEIOLATCH_SH,186,120,4,1
PREEMPTIVE_OS_AUTHORIZATIONOPS,844,34,4,0
PREEMPTIVE_OS_QUERYREGISTRY,1362,21,4,0
PREEMPTIVE_SERVICE_CONTROL_MANGER,65,12,1,0
PAGELATCH_SH,145,6,3,5
PREEMPTIVE_OS_LOADLIBRARY,1,5,5,0
PAGELATCH_EX,14,4,4,4
ASYNC_NETWORK_IO,1,4,4,3
PREEMPTIVE_OS_FILEOPS,6,4,1,0
PREEMPTIVE_OS_WRITEFILE,11,4,0,0
WAIT_ON_SYNC_STATISTICS_REFRESH,4,4,2,0
PREEMPTIVE_OS_VERIFYTRUST,1,3,3,0
MSQL_XP,1,1,1,0
RESOURCE_QUEUE,0,0,0,0
PAGELATCH_UP,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0

(50 rows affected)
