wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
LCK_M_RS_U,52836,161936992,6166,2082
SOS_WORK_DISPATCHER,65453,78577124,167007,10555
THREADPOOL,124187,40772647,2159,4
DISPATCHER_QUEUE_SEMAPHORE,6,971084,120005,0
SLEEP_TASK,1294,915104,2012,31
LOGMGR_QUEUE,50680,721615,143,351
PVS_PREALLOCATE,57354,416700,94464,845
CHECKPOINT_QUEUE,82,370289,42505,1
DIRTY_PAGE_POLL,3305,361102,115,5
HADR_FILESTREAM_IOMGR_IOCOMPLETION,715,361016,515,15
XE_TIMER_EVENT,108,360567,5013,360567
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,90,360540,4015,0
REQUEST_FOR_DEADLOCK_SEARCH,72,360401,5013,360401
LAZYWRITER_SLEEP,365,360301,1016,11
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360051,60014,0
FT_IFTS_SCHEDULER_IDLE_WAIT,6,360038,60013,0
XE_DISPATCHER_WAIT,7,360007,103170,0
SP_SERVER_DIAGNOSTICS_SLEEP,1,300012,300012,300012
BROKER_TO_FLUSH,176,180294,1040,1
BROKER_TASK_STOP,13,130055,10008,9
QDS_ASYNC_QUEUE,2,94136,93973,0
PREEMPTIVE_OS_CRYPTOPS,2529,67898,90,0
WRITELOG,32590,15214,263,345
PREEMPTIVE_OS_AUTHENTICATIONOPS,2547,1881,5,0
PREEMPTIVE_OS_WRITEFILEGATHER,2,1059,530,0
SOS_SCHEDULER_YIELD,40850,597,7,581
PAGEIOLATCH_UP,133,561,264,1
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,843,223,4,0
PREEMPTIVE_XE_GETTARGETSTATE,14,55,25,0
MEMORY_ALLOCATION_EXT,66049,42,0,0
PREEMPTIVE_OS_AUTHORIZATIONOPS,846,30,4,0
PREEMPTIVE_OS_QUERYREGISTRY,1355,11,0,0
PREEMPTIVE_OS_FILEOPS,6,10,7,0
PREEMPTIVE_SERVICE_CONTROL_MANGER,55,9,0,0
WAIT_ON_SYNC_STATISTICS_REFRESH,4,3,1,0
PAGELATCH_SH,122,2,0,1
ASYNC_NETWORK_IO,112,2,0,0
PREEMPTIVE_OS_REVERTTOSELF,3,1,1,0
PREEMPTIVE_OS_WRITEFILE,4,1,0,0
RESOURCE_QUEUE,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,2,0,0,0
PAGELATCH_UP,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0

(50 rows affected)
