wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,65001,430810455,837105,11236
LCK_M_RS_U,50998,162682402,6614,2179
THREADPOOL,119117,39547608,2908,4
SLEEP_TASK,1227,1797805,900015,27
DISPATCHER_QUEUE_SEMAPHORE,6,975756,120008,0
LOGMGR_QUEUE,49749,707888,143,334
SP_SERVER_DIAGNOSTICS_SLEEP,2,600008,300006,600008
CHECKPOINT_QUEUE,82,440020,107326,1
PVS_PREALLOCATE,56824,430564,107902,761
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360049,60015,0
XE_DISPATCHER_WAIT,7,360016,104317,0
FT_IFTS_SCHEDULER_IDLE_WAIT,6,360015,60007,0
REQUEST_FOR_DEADLOCK_SEARCH,71,355391,5015,355391
HADR_FILESTREAM_IOMGR_IOCOMPLETION,703,354618,516,7
DIRTY_PAGE_POLL,3244,354308,116,5
LAZYWRITER_SLEEP,359,354232,1015,12
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,88,352581,4016,0
XE_TIMER_EVENT,107,350484,5015,350484
BROKER_TO_FLUSH,172,176159,1040,1
BROKER_TASK_STOP,12,120064,10014,0
QDS_ASYNC_QUEUE,2,107543,107423,0
PREEMPTIVE_OS_CRYPTOPS,2511,67949,86,0
WRITELOG,31492,13962,263,326
PREEMPTIVE_OS_AUTHENTICATIONOPS,2523,1804,5,0
PREEMPTIVE_OS_WRITEFILEGATHER,2,1058,530,0
SOS_SCHEDULER_YIELD,42883,559,4,542
PAGELATCH_UP,1,525,525,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,837,217,4,0
PAGEIOLATCH_UP,52,169,89,0
MEMORY_ALLOCATION_EXT,59159,40,0,0
PREEMPTIVE_OS_AUTHORIZATIONOPS,839,35,4,0
PREEMPTIVE_OS_QUERYREGISTRY,1360,27,4,0
PREEMPTIVE_SERVICE_CONTROL_MANGER,55,14,4,0
PREEMPTIVE_OS_DEVICEOPS,17,9,1,0
PAGEIOLATCH_EX,4,7,3,0
PREEMPTIVE_XE_GETTARGETSTATE,11,7,4,0
PAGELATCH_SH,123,5,4,4
PREEMPTIVE_OS_FILEOPS,6,5,2,0
ASYNC_NETWORK_IO,179,4,0,1
PREEMPTIVE_OS_WRITEFILE,4,2,1,0
RESOURCE_QUEUE,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0

(50 rows affected)
