wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
LCK_M_RS_U,53141,167413930,5866,11763
THREADPOOL,134743,44102256,2039,2
SOS_WORK_DISPATCHER,62841,6315441,239230,26159
SLEEP_TASK,1264,905922,2000,57
LOGMGR_QUEUE,63155,713672,129,460
PWAIT_EXTENSIBILITY_CLEANUP_TASK,2,600009,300009,600009
PVS_PREALLOCATE,59572,562248,240322,3342
DISPATCHER_QUEUE_SEMAPHORE,6,373864,65726,0
CHECKPOINT_QUEUE,82,366063,33641,10
REQUEST_FOR_DEADLOCK_SEARCH,72,360057,5010,360057
XE_DISPATCHER_WAIT,6,360020,61353,0
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,90,360006,4000,0
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360005,60001,0
DIRTY_PAGE_POLL,3550,357188,101,3
XE_TIMER_EVENT,107,357068,5019,357068
HADR_FILESTREAM_IOMGR_IOCOMPLETION,713,357067,519,29
LAZYWRITER_SLEEP,376,356787,1045,49
SP_SERVER_DIAGNOSTICS_SLEEP,816,300000,300000,300000
QDS_ASYNC_QUEUE,2,239735,239620,0
BROKER_TO_FLUSH,175,178300,1045,1
BROKER_TASK_STOP,12,120008,10001,3
PREEMPTIVE_OS_CRYPTOPS,2428,25137,60,0
WRITELOG,33026,17347,44,2469
PREEMPTIVE_OS_AUTHENTICATIONOPS,1614,4046,15,0
SOS_SCHEDULER_YIELD,38071,1381,60,1367
PREEMPTIVE_OS_WRITEFILEGATHER,2,1084,544,0
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,807,551,9,0
MEMORY_ALLOCATION_EXT,125512,373,0,0
PREEMPTIVE_OS_WRITEFILE,28,342,23,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,807,190,4,0
PREEMPTIVE_OS_QUERYREGISTRY,1427,141,4,0
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICYFREE,807,44,7,0
PREEMPTIVE_OS_DMV_PDH_QUERY,3,38,17,0
WAIT_ON_SYNC_STATISTICS_REFRESH,11,30,6,0
LCK_M_S,8,26,6,15
LCK_M_SCH_S,4,14,6,9
LCK_M_S_XACT_MODIFY,2,12,9,9
PAGELATCH_SH,117,9,3,9
LCK_M_X,7,8,4,3
HADR_CLUSAPI_CALL,17,6,3,0
PAGEIOLATCH_SH,12,5,1,0
PAGELATCH_EX,3,4,3,3
WRITE_COMPLETION,8,4,0,0
IO_COMPLETION,8,3,0,0
PAGEIOLATCH_UP,2,1,0,0
PREEMPTIVE_OS_GENERICOPS,6,1,0,0
PREEMPTIVE_OS_FLUSHFILEBUFFERS,2,1,0,0
RESOURCE_QUEUE,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0

(50 rows affected)
