wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
LCK_M_RS_U,52271,162273130,8555,2005
SOS_WORK_DISPATCHER,65453,87744492,184209,10768
THREADPOOL,123528,40699568,3520,4
SLEEP_TASK,1338,1813334,900013,31
DISPATCHER_QUEUE_SEMAPHORE,6,968984,120009,0
LOGMGR_QUEUE,50486,721421,144,354
PVS_PREALLOCATE,57198,434495,112038,866
CHECKPOINT_QUEUE,82,395157,68354,1
LAZYWRITER_SLEEP,367,361347,1015,8
HADR_FILESTREAM_IOMGR_IOCOMPLETION,715,361010,516,18
DIRTY_PAGE_POLL,3300,361002,116,5
XE_TIMER_EVENT,108,360599,5014,360599
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,90,360523,4015,0
REQUEST_FOR_DEADLOCK_SEARCH,72,360409,5014,360409
FT_IFTS_SCHEDULER_IDLE_WAIT,6,360039,60015,0
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360036,60012,4
XE_DISPATCHER_WAIT,7,360017,103200,0
SP_SERVER_DIAGNOSTICS_SLEEP,1,300004,300004,300004
BROKER_TO_FLUSH,175,180233,1040,1
BROKER_TASK_STOP,12,120060,10009,3
QDS_ASYNC_QUEUE,2,111663,111564,0
PREEMPTIVE_OS_CRYPTOPS,2520,67574,86,0
WRITELOG,32348,14433,264,333
PREEMPTIVE_OS_AUTHENTICATIONOPS,2538,1862,4,0
PREEMPTIVE_OS_WRITEFILEGATHER,2,1060,530,0
SOS_SCHEDULER_YIELD,41294,582,7,566
PAGEIOLATCH_UP,77,559,263,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,840,208,4,0
PREEMPTIVE_XE_GETTARGETSTATE,13,50,26,0
MEMORY_ALLOCATION_EXT,63373,41,0,0
PREEMPTIVE_OS_AUTHORIZATIONOPS,843,30,3,0
PREEMPTIVE_OS_QUERYREGISTRY,1360,27,4,0
PREEMPTIVE_SERVICE_CONTROL_MANGER,55,23,8,0
PREEMPTIVE_OS_DEVICEOPS,17,9,1,0
PREEMPTIVE_OS_FILEOPS,6,5,2,0
ASYNC_NETWORK_IO,164,3,0,0
PREEMPTIVE_OS_WRITEFILE,4,3,2,0
PAGELATCH_SH,117,2,0,1
RESOURCE_QUEUE,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,1,0,0,0
PAGELATCH_UP,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0

(50 rows affected)
