wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
LCK_M_RS_U,47606,96097271,6070,1195
SOS_WORK_DISPATCHER,170631,15627320,209089,33615
SLEEP_TASK,1416,932601,2006,35
LOGMGR_QUEUE,51256,735685,144,366
PVS_PREALLOCATE,58543,603304,283730,790
SP_SERVER_DIAGNOSTICS_SLEEP,2,600013,300010,600013
CHECKPOINT_QUEUE,80,422371,106271,1
HADR_FILESTREAM_IOMGR_IOCOMPLETION,730,368623,515,11
LAZYWRITER_SLEEP,374,368252,1016,6
DIRTY_PAGE_POLL,3404,368208,117,6
REQUEST_FOR_DEADLOCK_SEARCH,73,365645,5015,365645
XE_TIMER_EVENT,109,365487,5015,363196
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,91,364480,4015,0
DISPATCHER_QUEUE_SEMAPHORE,6,360243,60124,5
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360035,60009,4
FT_IFTS_SCHEDULER_IDLE_WAIT,6,360020,60006,0
XE_DISPATCHER_WAIT,5,360009,120006,0
QDS_ASYNC_QUEUE,2,284234,284119,0
BROKER_TO_FLUSH,179,184248,1040,1
BROKER_TASK_STOP,13,130082,10014,1
PREEMPTIVE_OS_CRYPTOPS,1495,40362,113,0
WRITELOG,32030,14507,6,369
PREEMPTIVE_OS_WRITEFILEGATHER,2,1056,528,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,1494,1027,5,0
SOS_SCHEDULER_YIELD,38464,768,7,752
MEMORY_ALLOCATION_EXT,126846,197,0,0
PAGEIOLATCH_SH,185,104,21,1
THREADPOOL,217,77,4,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,500,73,4,0
LCK_M_IX,119,51,2,5
PREEMPTIVE_OS_AUTHORIZATIONOPS,497,17,2,0
PREEMPTIVE_OS_QUERYREGISTRY,381,16,4,0
PREEMPTIVE_SERVICE_CONTROL_MANGER,70,13,2,0
PAGELATCH_EX,13,9,5,9
WAIT_ON_SYNC_STATISTICS_REFRESH,4,6,4,0
PREEMPTIVE_XE_TARGETINIT,2,5,4,0
PREEMPTIVE_OS_LOADLIBRARY,1,5,5,0
PREEMPTIVE_OS_FILEOPS,6,4,1,0
PAGELATCH_SH,135,3,2,3
PAGEIOLATCH_EX,2,3,2,0
PREEMPTIVE_OS_WRITEFILE,7,3,0,0
PREEMPTIVE_OS_VERIFYTRUST,1,3,3,0
PAGEIOLATCH_UP,2,1,0,0
PREEMPTIVE_XE_TARGETFINALIZE,1,1,1,0
MSQL_XP,1,1,1,0
RESOURCE_QUEUE,0,0,0,0
PAGELATCH_UP,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0

(50 rows affected)
