wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,115,428989,30045,5
SLEEP_TASK,78,50570,1038,0
LOGMGR_QUEUE,302,40928,143,0
HADR_FILESTREAM_IOMGR_IOCOMPLETION,41,20750,514,0
DIRTY_PAGE_POLL,191,20423,115,0
LAZYWRITER_SLEEP,20,20142,1014,0
XE_TIMER_EVENT,5,20030,5014,20030
REQUEST_FOR_DEADLOCK_SEARCH,4,20024,5011,20024
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,5,20020,4011,0
BROKER_TO_FLUSH,10,10300,1039,0
PREEMPTIVE_OS_CRYPTOPS,6,160,80,0
MEMORY_ALLOCATION_EXT,2773,4,0,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,6,3,1,0
RESOURCE_QUEUE,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0
PAGEIOLATCH_EX,0,0,0,0
PAGEIOLATCH_UP,0,0,0,0
PAGEIOLATCH_SH,3,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,0,0,0,0
PAGELATCH_UP,0,0,0,0
PAGELATCH_SH,0,0,0,0
PAGELATCH_KP,0,0,0,0
PAGELATCH_NL,0,0,0,0
PWAIT_LATCH_ONLY,0,0,0,0
LATCH_DT,0,0,0,0
LATCH_EX,0,0,0,0
LATCH_UP,0,0,0,0
LATCH_SH,0,0,0,0
LATCH_KP,0,0,0,0
LATCH_NL,0,0,0,0
LCK_M_SCH_C,0,0,0,0
LCK_M_SCH_A,0,0,0,0
LCK_M_RX_X,0,0,0,0
LCK_M_RX_U,0,0,0,0
LCK_M_RX_S,0,0,0,0
LCK_M_RIn_X,0,0,0,0
LCK_M_RIn_U,0,0,0,0
LCK_M_RIn_S,0,0,0,0
LCK_M_RIn_NL,0,0,0,0
LCK_M_RS_U,0,0,0,0
LCK_M_RS_S,0,0,0,0

(50 rows affected)
