wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,169224,791813790,2024698,32544
LCK_M_RS_U,47497,96300042,5008,1060
DISPATCHER_QUEUE_SEMAPHORE,6,960195,120002,2
SLEEP_TASK,1330,896957,2013,56
LOGMGR_QUEUE,51071,707596,143,325
PVS_PREALLOCATE,58696,439452,121129,737
FT_IFTS_SCHEDULER_IDLE_WAIT,6,360014,60004,0
XE_DISPATCHER_WAIT,7,356419,106277,0
REQUEST_FOR_DEADLOCK_SEARCH,71,355463,5015,355463
HADR_FILESTREAM_IOMGR_IOCOMPLETION,703,354348,515,19
XE_TIMER_EVENT,105,354163,5014,354163
DIRTY_PAGE_POLL,3267,354098,115,5
LAZYWRITER_SLEEP,359,353188,1016,5
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,88,352586,4016,0
CHECKPOINT_QUEUE,81,339482,16014,1
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,5,300033,60012,4
SP_SERVER_DIAGNOSTICS_SLEEP,1,300010,300010,300010
BROKER_TO_FLUSH,172,177096,1039,2
BROKER_TASK_STOP,11,130081,10015,0
QDS_ASYNC_QUEUE,2,120852,120731,0
PREEMPTIVE_OS_CRYPTOPS,1410,35327,78,0
WRITELOG,31982,14526,264,310
PREEMPTIVE_OS_WRITEFILEGATHER,2,1058,529,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,1416,895,5,0
PAGEIOLATCH_UP,134,558,263,1
SOS_SCHEDULER_YIELD,38712,546,4,531
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,470,64,4,0
LCK_M_IX,113,52,2,10
PREEMPTIVE_XE_GETTARGETSTATE,13,49,23,0
MEMORY_ALLOCATION_EXT,41971,32,0,0
PREEMPTIVE_OS_AUTHORIZATIONOPS,471,18,4,0
ASYNC_NETWORK_IO,245,15,4,11
PREEMPTIVE_OS_QUERYREGISTRY,334,10,2,0
PREEMPTIVE_SERVICE_CONTROL_MANGER,55,8,0,0
PREEMPTIVE_OS_FILEOPS,6,6,2,0
PREEMPTIVE_OS_WRITEFILE,4,5,4,0
PAGEIOLATCH_EX,3,1,1,0
RESOURCE_QUEUE,0,0,0,0
LCK_M_RS_S,0,0,0,0
LCK_M_BU,0,0,0,0
LCK_M_UIX,0,0,0,0
LCK_M_SIX,0,0,0,0
LCK_M_SIU,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0

(50 rows affected)
