wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,75891,16556562,230184,4375
SLEEP_TASK,1349,1804706,900000,57
DISPATCHER_QUEUE_SEMAPHORE,16,959956,120001,0
LOGMGR_QUEUE,60774,713484,129,447
PWAIT_EXTENSIBILITY_CLEANUP_TASK,2,600000,300000,600000
PVS_PREALLOCATE,40399,397170,78162,597
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360003,60000,0
CHECKPOINT_QUEUE,80,359768,30156,1
DIRTY_PAGE_POLL,3546,356994,101,1
HADR_FILESTREAM_IOMGR_IOCOMPLETION,713,356884,502,3
LAZYWRITER_SLEEP,378,356846,1003,13
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,89,356007,4000,0
REQUEST_FOR_DEADLOCK_SEARCH,71,355005,5000,355005
XE_TIMER_EVENT,106,353392,5003,353392
XE_DISPATCHER_WAIT,7,335215,80821,0
SP_SERVER_DIAGNOSTICS_SLEEP,1072,300000,300000,300000
BROKER_TO_FLUSH,175,178266,1027,2
BROKER_TASK_STOP,12,120006,10001,0
LCK_M_RS_U,9798,111018,260,259
QDS_ASYNC_QUEUE,3,78781,78358,0
LCK_M_IX,3967,18716,550,223
WRITELOG,29768,14228,33,441
PREEMPTIVE_OS_CRYPTOPS,186,1769,33,0
PREEMPTIVE_OS_WRITEFILEGATHER,1,542,542,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,124,261,8,0
PAGEIOLATCH_UP,6,198,130,0
PREEMPTIVE_XE_GETTARGETSTATE,13,37,18,0
PREEMPTIVE_OS_QUERYREGISTRY,218,21,1,0
SOS_SCHEDULER_YIELD,5143,19,0,17
PREEMPTIVE_OS_WRITEFILE,3,15,5,0
MEMORY_ALLOCATION_EXT,15914,12,3,0
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,62,7,0,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,62,2,2,0
WRITE_COMPLETION,4,2,0,0
PAGELATCH_SH,170,1,0,1
IO_COMPLETION,4,1,0,0
PREEMPTIVE_OS_GENERICOPS,6,1,0,0
PREEMPTIVE_OS_FLUSHFILEBUFFERS,1,1,1,0
RESOURCE_QUEUE,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0
PAGEIOLATCH_EX,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0

(50 rows affected)
