wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,75830,14190313,289164,4433
DISPATCHER_QUEUE_SEMAPHORE,11,959908,120001,0
SLEEP_TASK,1329,888544,2000,11
LOGMGR_QUEUE,60833,702765,129,470
PVS_PREALLOCATE,35985,388482,70241,1047
XE_DISPATCHER_WAIT,8,371856,70574,0
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360002,60000,0
CHECKPOINT_QUEUE,80,359771,26053,2
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,88,352006,4000,0
HADR_FILESTREAM_IOMGR_IOCOMPLETION,703,351873,508,10
LAZYWRITER_SLEEP,372,351727,1001,1
DIRTY_PAGE_POLL,3492,351548,101,2
REQUEST_FOR_DEADLOCK_SEARCH,70,350006,5000,350006
XE_TIMER_EVENT,105,348855,5000,348855
PWAIT_EXTENSIBILITY_CLEANUP_TASK,1,300003,300003,300003
SP_SERVER_DIAGNOSTICS_SLEEP,664,300000,300000,300000
BROKER_TO_FLUSH,171,176213,1026,1
BROKER_TASK_STOP,12,120013,10004,3
LCK_M_RS_U,9747,84866,93,241
QDS_ASYNC_QUEUE,3,70903,70465,0
WRITELOG,29855,13718,33,448
LCK_M_IX,4018,9626,572,222
PREEMPTIVE_OS_CRYPTOPS,159,1556,35,0
PREEMPTIVE_OS_WRITEFILEGATHER,1,561,561,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,106,240,9,0
PAGEIOLATCH_UP,6,174,89,0
PREEMPTIVE_XE_GETTARGETSTATE,26,72,18,0
SOS_SCHEDULER_YIELD,5032,38,4,36
PREEMPTIVE_OS_WRITEFILE,3,30,14,0
PREEMPTIVE_OS_QUERYREGISTRY,234,23,1,0
MEMORY_ALLOCATION_EXT,15489,19,2,0
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,53,14,4,0
WRITE_COMPLETION,4,2,0,0
PAGELATCH_SH,177,1,0,0
IO_COMPLETION,4,1,0,0
PREEMPTIVE_OS_GENERICOPS,6,1,0,0
PREEMPTIVE_OS_FLUSHFILEBUFFERS,1,1,1,0
RESOURCE_QUEUE,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0
PAGEIOLATCH_EX,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0

(50 rows affected)
