wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
LCK_M_RS_U,53711,168618464,5845,12679
SOS_WORK_DISPATCHER,58276,103309068,217152,23359
THREADPOOL,138835,46719142,2145,2
DISPATCHER_QUEUE_SEMAPHORE,11,966679,120001,3
SLEEP_TASK,1197,900885,2000,21
LOGMGR_QUEUE,63030,710686,129,436
PWAIT_EXTENSIBILITY_CLEANUP_TASK,2,600000,300000,600000
PVS_PREALLOCATE,58808,475731,153909,3650
CHECKPOINT_QUEUE,80,443029,123083,29
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360009,60005,4
XE_DISPATCHER_WAIT,8,360004,80819,0
XE_TIMER_EVENT,107,356267,5021,356267
HADR_FILESTREAM_IOMGR_IOCOMPLETION,711,356019,524,18
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,89,356007,4000,0
LAZYWRITER_SLEEP,376,355879,1026,11
DIRTY_PAGE_POLL,3535,355672,101,3
REQUEST_FOR_DEADLOCK_SEARCH,71,355027,5012,355027
SP_SERVER_DIAGNOSTICS_SLEEP,1115,300000,300000,300000
BROKER_TO_FLUSH,174,177323,1056,7
QDS_ASYNC_QUEUE,2,153458,153404,0
BROKER_TASK_STOP,13,130009,10002,0
PREEMPTIVE_OS_CRYPTOPS,2595,26466,40,0
WRITELOG,32909,18974,61,3412
PREEMPTIVE_OS_AUTHENTICATIONOPS,1730,4215,10,0
SOS_SCHEDULER_YIELD,37920,1259,50,1245
PREEMPTIVE_OS_WRITEFILEGATHER,1,541,541,0
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,865,458,7,0
PAGEIOLATCH_UP,5,195,159,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,865,178,3,0
PREEMPTIVE_OS_QUERYREGISTRY,1360,131,4,0
PREEMPTIVE_XE_GETTARGETSTATE,14,45,22,0
MEMORY_ALLOCATION_EXT,61321,35,3,0
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICYFREE,865,22,3,0
WAIT_ON_SYNC_STATISTICS_REFRESH,4,11,4,0
PREEMPTIVE_OS_WRITEFILE,3,7,2,0
WRITE_COMPLETION,4,2,0,0
PAGELATCH_SH,114,1,0,1
IO_COMPLETION,4,1,0,0
PREEMPTIVE_OS_GENERICOPS,6,1,0,0
PREEMPTIVE_OS_FLUSHFILEBUFFERS,1,1,1,0
RESOURCE_QUEUE,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,1,0,0,0
PAGELATCH_UP,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0

(50 rows affected)
