wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
LCK_M_RS_U,54081,169266566,5905,13156
SOS_WORK_DISPATCHER,56895,77624340,163643,23992
THREADPOOL,139800,45297384,2007,2
SLEEP_TASK,1156,1802824,900000,25
DISPATCHER_QUEUE_SEMAPHORE,16,971850,120000,0
LOGMGR_QUEUE,63043,712137,129,432
PWAIT_EXTENSIBILITY_CLEANUP_TASK,2,600000,300000,600000
PVS_PREALLOCATE,58860,427587,105771,3282
CHECKPOINT_QUEUE,81,397271,64615,2
XE_DISPATCHER_WAIT,9,383807,80820,0
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360011,60006,3
XE_TIMER_EVENT,107,357220,5019,357220
HADR_FILESTREAM_IOMGR_IOCOMPLETION,712,356504,526,10
DIRTY_PAGE_POLL,3542,356344,101,2
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,89,356007,4000,0
LAZYWRITER_SLEEP,376,355864,1032,21
REQUEST_FOR_DEADLOCK_SEARCH,71,355046,5027,355046
SP_SERVER_DIAGNOSTICS_SLEEP,881,300000,300000,300000
BROKER_TO_FLUSH,174,178349,1050,9
BROKER_TASK_STOP,12,120012,10005,6
QDS_ASYNC_QUEUE,2,105346,105244,0
PREEMPTIVE_OS_CRYPTOPS,2577,26247,41,0
WRITELOG,32907,18546,29,3077
PREEMPTIVE_OS_AUTHENTICATIONOPS,1718,4144,11,0
SOS_SCHEDULER_YIELD,38101,945,11,932
PREEMPTIVE_OS_WRITEFILEGATHER,1,543,543,0
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,859,476,8,0
PAGEIOLATCH_UP,4,194,159,0
PREEMPTIVE_OS_QUERYREGISTRY,1393,139,4,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,859,116,7,0
PREEMPTIVE_XE_GETTARGETSTATE,26,71,18,0
MEMORY_ALLOCATION_EXT,57939,36,3,0
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICYFREE,859,28,3,0
PREEMPTIVE_OS_WRITEFILE,3,10,6,0
PREEMPTIVE_OS_FILEOPS,1,2,2,0
WRITE_COMPLETION,4,2,0,0
PAGELATCH_SH,110,1,0,0
XE_BUFFERMGR_ALLPROCESSED_EVENT,3,1,0,0
IO_COMPLETION,4,1,0,0
PREEMPTIVE_OS_GENERICOPS,6,1,0,0
PREEMPTIVE_OS_FLUSHFILEBUFFERS,1,1,1,0
RESOURCE_QUEUE,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,1,0,0,0
PAGELATCH_UP,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0

(50 rows affected)
