wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,67,458527,96377,11
BROKER_TASK_STOP,0,20001,10000,0
SLEEP_TASK,32,19104,1025,0
LOGMGR_QUEUE,112,14410,129,0
REQUEST_FOR_DEADLOCK_SEARCH,2,10000,5000,10000
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,2,8000,4000,0
HADR_FILESTREAM_IOMGR_IOCOMPLETION,15,7503,501,0
XE_TIMER_EVENT,2,7255,4999,7255
DIRTY_PAGE_POLL,72,7248,101,0
LAZYWRITER_SLEEP,8,7117,1000,0
BROKER_TO_FLUSH,4,3072,1024,0
PREEMPTIVE_OS_CRYPTOPS,6,56,28,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,4,8,3,0
PREEMPTIVE_OS_QUERYREGISTRY,4,3,1,0
PREEMPTIVE_OS_WRITEFILE,1,2,2,0
RESOURCE_QUEUE,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0
PAGEIOLATCH_EX,0,0,0,0
PAGEIOLATCH_UP,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,0,0,0,0
PAGELATCH_UP,0,0,0,0
PAGELATCH_SH,0,0,0,0
PAGELATCH_KP,0,0,0,0
PAGELATCH_NL,0,0,0,0
PWAIT_LATCH_ONLY,0,0,0,0
LATCH_DT,0,0,0,0
LATCH_EX,0,0,0,0
LATCH_UP,0,0,0,0
LATCH_SH,0,0,0,0
LATCH_KP,0,0,0,0
LATCH_NL,0,0,0,0
LCK_M_SCH_C,0,0,0,0
LCK_M_SCH_A,0,0,0,0
LCK_M_RX_X,0,0,0,0
LCK_M_RX_U,0,0,0,0
LCK_M_RX_S,0,0,0,0
LCK_M_RIn_X,0,0,0,0
LCK_M_RIn_U,0,0,0,0
LCK_M_RIn_S,0,0,0,0
LCK_M_RIn_NL,0,0,0,0

(50 rows affected)
