wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
LCK_M_RS_U,52970,162800991,6149,2100
THREADPOOL,125850,41786438,2014,4
SOS_WORK_DISPATCHER,65884,6651162,368441,9599
DISPATCHER_QUEUE_SEMAPHORE,6,974168,120015,0
SLEEP_TASK,1263,911971,2012,34
LOGMGR_QUEUE,50925,718626,143,347
XE_TIMER_EVENT,109,360560,5014,359806
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,90,360462,4015,0
REQUEST_FOR_DEADLOCK_SEARCH,72,360367,5015,360367
LAZYWRITER_SLEEP,366,360357,1016,10
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360042,60010,0
FT_IFTS_SCHEDULER_IDLE_WAIT,6,360038,60012,0
DIRTY_PAGE_POLL,3290,359710,116,5
HADR_FILESTREAM_IOMGR_IOCOMPLETION,712,359253,515,29
CHECKPOINT_QUEUE,82,348116,20528,1
PVS_PREALLOCATE,58574,347805,25549,836
XE_DISPATCHER_WAIT,7,314282,62587,0
SP_SERVER_DIAGNOSTICS_SLEEP,1,300002,300002,300002
BROKER_TO_FLUSH,175,179094,1040,8
BROKER_TASK_STOP,12,120071,10014,7
QDS_ASYNC_QUEUE,2,101793,101674,0
PREEMPTIVE_OS_CRYPTOPS,2538,67980,85,0
WRITELOG,32853,14582,249,335
PAGELATCH_SH,135,7457,521,3
PREEMPTIVE_OS_AUTHENTICATIONOPS,2556,1887,4,0
PREEMPTIVE_OS_WRITEFILEGATHER,2,1058,529,0
PAGEIOLATCH_UP,58,565,263,0
SOS_SCHEDULER_YIELD,41070,547,8,531
PAGELATCH_UP,1,266,266,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,846,213,4,0
PAGEIOLATCH_EX,5,156,105,0
MEMORY_ALLOCATION_EXT,66093,146,0,0
PREEMPTIVE_OS_AUTHORIZATIONOPS,849,30,4,0
PREEMPTIVE_SERVICE_CONTROL_MANGER,55,26,6,0
PREEMPTIVE_OS_QUERYREGISTRY,1352,25,4,0
PREEMPTIVE_XE_GETTARGETSTATE,17,17,6,0
ASYNC_NETWORK_IO,458,12,1,3
PREEMPTIVE_OS_FILEOPS,6,5,2,0
PREEMPTIVE_OS_DELETESECURITYCONTEXT,2,4,4,0
PREEMPTIVE_OS_GENERICOPS,8,2,2,0
PREEMPTIVE_OS_WRITEFILE,6,2,0,0
PREEMPTIVE_XE_SESSIONCOMMIT,5,1,0,0
RESOURCE_QUEUE,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0

(50 rows affected)
