wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,75871,23590471,458461,7069
SLEEP_TASK,1348,888819,2011,60
LCK_M_RS_U,15215,738075,503,337
LOGMGR_QUEUE,48528,700448,143,416
PVS_PREALLOCATE,41077,567385,248770,589
CHECKPOINT_QUEUE,79,564008,248381,1
XE_DISPATCHER_WAIT,8,361019,104329,0
DISPATCHER_QUEUE_SEMAPHORE,6,360262,60105,0
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360035,60015,0
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,88,352599,4015,0
DIRTY_PAGE_POLL,3242,350663,116,5
XE_TIMER_EVENT,107,350658,5014,349576
HADR_FILESTREAM_IOMGR_IOCOMPLETION,694,350626,515,14
REQUEST_FOR_DEADLOCK_SEARCH,70,350454,5015,350454
LAZYWRITER_SLEEP,354,350268,1015,10
FT_IFTS_SCHEDULER_IDLE_WAIT,5,300024,60008,0
SP_SERVER_DIAGNOSTICS_SLEEP,1,300007,300007,300007
QDS_ASYNC_QUEUE,2,249381,248932,0
BROKER_TO_FLUSH,171,174759,1040,7
BROKER_TASK_STOP,13,130063,10015,0
LCK_M_IX,3026,17874,536,228
WRITELOG,27521,13013,264,337
PREEMPTIVE_OS_CRYPTOPS,168,4501,82,0
PREEMPTIVE_OS_WRITEFILEGATHER,1,529,529,0
SOS_SCHEDULER_YIELD,14383,161,4,154
PAGEIOLATCH_UP,31,152,95,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,174,121,4,0
PREEMPTIVE_XE_GETTARGETSTATE,22,56,23,0
MEMORY_ALLOCATION_EXT,20839,19,0,0
ASYNC_NETWORK_IO,611,14,0,4
PAGEIOLATCH_EX,1,11,11,0
PREEMPTIVE_SERVICE_CONTROL_MANGER,60,9,0,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,56,6,0,0
PREEMPTIVE_OS_QUERYREGISTRY,248,6,0,0
PREEMPTIVE_OS_FILEOPS,3,2,2,0
XE_BUFFERMGR_ALLPROCESSED_EVENT,3,1,0,0
PREEMPTIVE_XE_SESSIONCOMMIT,5,1,0,0
PREEMPTIVE_OS_AUTHORIZATIONOPS,57,1,0,0
PREEMPTIVE_OS_WRITEFILE,4,1,0,0
RESOURCE_QUEUE,0,0,0,0
LCK_M_RS_S,0,0,0,0
LCK_M_BU,0,0,0,0
LCK_M_UIX,0,0,0,0
LCK_M_SIX,0,0,0,0
LCK_M_SIU,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0

(50 rows affected)
