wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,63915,177259762,344715,9362
LCK_M_RS_U,52308,163258368,6425,2015
THREADPOOL,125409,41680992,2304,4
SLEEP_TASK,1316,906757,2009,48
LOGMGR_QUEUE,50465,713856,143,340
SP_SERVER_DIAGNOSTICS_SLEEP,2,600012,300009,600012
PVS_PREALLOCATE,58971,595606,273009,764
CHECKPOINT_QUEUE,81,573303,250241,1
XE_DISPATCHER_WAIT,8,419996,166291,0
DISPATCHER_QUEUE_SEMAPHORE,6,367645,63806,0
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,90,360669,4016,0
REQUEST_FOR_DEADLOCK_SEARCH,72,360391,5015,360391
XE_TIMER_EVENT,110,360099,5014,360099
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360062,60014,4
DIRTY_PAGE_POLL,3271,357319,115,6
LAZYWRITER_SLEEP,362,357317,1015,13
HADR_FILESTREAM_IOMGR_IOCOMPLETION,708,357134,516,31
FT_IFTS_SCHEDULER_IDLE_WAIT,5,300018,60008,0
QDS_ASYNC_QUEUE,2,272635,272512,0
BROKER_TO_FLUSH,174,178343,1040,5
BROKER_TASK_STOP,12,100046,10012,0
PREEMPTIVE_OS_CRYPTOPS,2532,63650,80,0
WRITELOG,32344,14649,263,325
PREEMPTIVE_OS_AUTHENTICATIONOPS,2550,1842,6,0
PREEMPTIVE_OS_WRITEFILEGATHER,2,1059,529,0
PAGEIOLATCH_UP,122,557,264,1
SOS_SCHEDULER_YIELD,41827,479,4,463
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,844,218,4,0
PREEMPTIVE_XE_GETTARGETSTATE,14,50,23,0
MEMORY_ALLOCATION_EXT,62270,42,0,0
PREEMPTIVE_OS_QUERYREGISTRY,1351,36,4,0
PREEMPTIVE_OS_AUTHORIZATIONOPS,847,32,3,0
PREEMPTIVE_SERVICE_CONTROL_MANGER,55,13,4,0
PREEMPTIVE_OS_FILEOPS,6,5,2,0
PAGELATCH_SH,124,1,0,0
PAGEIOLATCH_EX,2,1,1,0
ASYNC_NETWORK_IO,73,1,0,0
PREEMPTIVE_OS_WRITEFILE,4,1,0,0
RESOURCE_QUEUE,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,2,0,0,0
PAGELATCH_UP,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0

(50 rows affected)
