wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,95,478938,60062,5
DISPATCHER_QUEUE_SEMAPHORE,1,60064,60064,0
SLEEP_TASK,50,31326,2008,0
LOGMGR_QUEUE,166,22545,143,0
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,3,12011,4009,0
DIRTY_PAGE_POLL,105,11289,115,0
HADR_FILESTREAM_IOMGR_IOCOMPLETION,22,11149,515,0
LAZYWRITER_SLEEP,11,11097,1015,0
REQUEST_FOR_DEADLOCK_SEARCH,2,10004,5003,10004
XE_TIMER_EVENT,2,9279,5006,9279
BROKER_TO_FLUSH,6,5158,1039,0
PREEMPTIVE_OS_CRYPTOPS,6,149,74,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,6,3,1,0
RESOURCE_QUEUE,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0
PAGEIOLATCH_EX,0,0,0,0
PAGEIOLATCH_UP,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,0,0,0,0
PAGELATCH_UP,0,0,0,0
PAGELATCH_SH,0,0,0,0
PAGELATCH_KP,0,0,0,0
PAGELATCH_NL,0,0,0,0
PWAIT_LATCH_ONLY,0,0,0,0
LATCH_DT,0,0,0,0
LATCH_EX,0,0,0,0
LATCH_UP,0,0,0,0
LATCH_SH,0,0,0,0
LATCH_KP,0,0,0,0
LATCH_NL,0,0,0,0
LCK_M_SCH_C,0,0,0,0
LCK_M_SCH_A,0,0,0,0
LCK_M_RX_X,0,0,0,0
LCK_M_RX_U,0,0,0,0
LCK_M_RX_S,0,0,0,0
LCK_M_RIn_X,0,0,0,0
LCK_M_RIn_U,0,0,0,0
LCK_M_RIn_S,0,0,0,0
LCK_M_RIn_NL,0,0,0,0
LCK_M_RS_U,0,0,0,0
LCK_M_RS_S,0,0,0,0

(50 rows affected)
