wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,76187,19898619,463415,6089
SLEEP_TASK,1384,1809595,900008,41
DISPATCHER_QUEUE_SEMAPHORE,6,960311,120011,1
LOGMGR_QUEUE,50681,716564,143,453
SP_SERVER_DIAGNOSTICS_SLEEP,2,600019,300012,600019
PVS_PREALLOCATE,41083,440128,121474,553
CHECKPOINT_QUEUE,79,420026,84861,1
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,90,360693,4015,0
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360054,60015,0
XE_DISPATCHER_WAIT,7,359997,105722,0
DIRTY_PAGE_POLL,3324,358525,116,3
HADR_FILESTREAM_IOMGR_IOCOMPLETION,709,358465,516,14
LAZYWRITER_SLEEP,361,358245,1016,4
XE_TIMER_EVENT,107,358205,5013,358205
REQUEST_FOR_DEADLOCK_SEARCH,71,355401,5014,355401
FT_IFTS_SCHEDULER_IDLE_WAIT,5,300021,60010,0
BROKER_TO_FLUSH,175,179005,1041,1
BROKER_TASK_STOP,13,130067,10013,1
QDS_ASYNC_QUEUE,3,122027,121609,0
LCK_M_RS_U,10891,113966,174,165
LCK_M_IX,3777,19368,534,297
WRITELOG,29362,14183,264,347
PREEMPTIVE_OS_CRYPTOPS,165,4420,81,0
PREEMPTIVE_OS_WRITEFILEGATHER,1,528,528,0
PAGEIOLATCH_UP,75,155,8,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,171,107,2,0
PREEMPTIVE_XE_GETTARGETSTATE,15,58,21,0
SOS_SCHEDULER_YIELD,6502,50,5,48
MEMORY_ALLOCATION_EXT,20649,17,0,0
PREEMPTIVE_OS_QUERYREGISTRY,232,14,4,0
PREEMPTIVE_OS_DEVICEOPS,17,9,1,0
PREEMPTIVE_SERVICE_CONTROL_MANGER,60,9,0,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,55,5,0,0
PAGEIOLATCH_EX,1,4,4,0
PREEMPTIVE_OS_AUTHORIZATIONOPS,56,2,0,0
PREEMPTIVE_OS_FILEOPS,3,2,2,0
ASYNC_NETWORK_IO,68,1,0,0
PREEMPTIVE_OS_WRITEFILE,3,1,0,0
RESOURCE_QUEUE,0,0,0,0
LCK_M_RS_S,0,0,0,0
LCK_M_BU,0,0,0,0
LCK_M_UIX,0,0,0,0
LCK_M_SIX,0,0,0,0
LCK_M_SIU,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0

(50 rows affected)
