wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
DISPATCHER_QUEUE_SEMAPHORE,0,600047,120009,0
SOS_WORK_DISPATCHER,97,357747,45094,5
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,1,60006,60006,0
SLEEP_TASK,56,35379,1037,0
LOGMGR_QUEUE,209,28320,143,0
BROKER_TASK_STOP,2,20012,10006,0
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,4,16025,4010,0
XE_TIMER_EVENT,5,15007,5007,15007
REQUEST_FOR_DEADLOCK_SEARCH,3,15006,5003,15006
DIRTY_PAGE_POLL,132,14146,115,0
LAZYWRITER_SLEEP,14,14129,1015,0
HADR_FILESTREAM_IOMGR_IOCOMPLETION,27,13705,515,0
BROKER_TO_FLUSH,7,7209,1036,0
PREEMPTIVE_OS_CRYPTOPS,6,149,74,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,6,3,1,0
RESOURCE_QUEUE,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0
PAGEIOLATCH_EX,0,0,0,0
PAGEIOLATCH_UP,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,0,0,0,0
PAGELATCH_UP,0,0,0,0
PAGELATCH_SH,0,0,0,0
PAGELATCH_KP,0,0,0,0
PAGELATCH_NL,0,0,0,0
PWAIT_LATCH_ONLY,0,0,0,0
LATCH_DT,0,0,0,0
LATCH_EX,0,0,0,0
LATCH_UP,0,0,0,0
LATCH_SH,0,0,0,0
LATCH_KP,0,0,0,0
LATCH_NL,0,0,0,0
LCK_M_SCH_C,0,0,0,0
LCK_M_SCH_A,0,0,0,0
LCK_M_RX_X,0,0,0,0
LCK_M_RX_U,0,0,0,0
LCK_M_RX_S,0,0,0,0
LCK_M_RIn_X,0,0,0,0
LCK_M_RIn_U,0,0,0,0
LCK_M_RIn_S,0,0,0,0
LCK_M_RIn_NL,0,0,0,0

(50 rows affected)
