wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
LCK_M_RS_U,53211,170719845,6822,12583
SOS_WORK_DISPATCHER,61405,53333855,129283,28611
THREADPOOL,135851,43540305,1873,2
DISPATCHER_QUEUE_SEMAPHORE,10,912749,120000,0
SLEEP_TASK,1276,900842,2001,34
LOGMGR_QUEUE,63040,711075,129,447
PVS_PREALLOCATE,57953,382410,59730,3645
CHECKPOINT_QUEUE,81,360926,31175,16
XE_DISPATCHER_WAIT,8,360572,70574,0
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360005,60003,1
LAZYWRITER_SLEEP,376,356705,1020,10
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,89,356006,4000,0
DIRTY_PAGE_POLL,3538,355893,101,4
HADR_FILESTREAM_IOMGR_IOCOMPLETION,710,355577,523,18
REQUEST_FOR_DEADLOCK_SEARCH,71,355022,5006,355022
XE_TIMER_EVENT,106,354943,5003,354943
SP_SERVER_DIAGNOSTICS_SLEEP,1,300004,300004,300004
PWAIT_EXTENSIBILITY_CLEANUP_TASK,1,300000,300000,300000
BROKER_TO_FLUSH,174,178312,1042,9
BROKER_TASK_STOP,12,120009,10001,0
QDS_ASYNC_QUEUE,2,59301,59207,0
PREEMPTIVE_OS_CRYPTOPS,2586,26801,43,0
WRITELOG,32752,17181,57,2442
PREEMPTIVE_OS_AUTHENTICATIONOPS,1724,4289,13,0
SOS_SCHEDULER_YIELD,38445,909,8,895
PREEMPTIVE_OS_WRITEFILEGATHER,1,543,543,0
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,862,541,9,0
PAGEIOLATCH_UP,5,195,159,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,862,140,3,0
PREEMPTIVE_OS_QUERYREGISTRY,1371,133,4,0
PREEMPTIVE_OS_WRITEFILE,3,80,62,0
PREEMPTIVE_XE_GETTARGETSTATE,26,76,19,0
MEMORY_ALLOCATION_EXT,58171,39,3,0
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICYFREE,862,25,3,0
PREEMPTIVE_OS_FLUSHFILEBUFFERS,1,16,16,0
WAIT_ON_SYNC_STATISTICS_REFRESH,4,12,3,0
XE_BUFFERMGR_ALLPROCESSED_EVENT,2,4,4,3
PREEMPTIVE_XE_CALLBACKEXECUTE,73,4,3,0
PAGELATCH_SH,116,2,0,2
PREEMPTIVE_OS_FILEOPS,1,2,2,0
WRITE_COMPLETION,4,2,0,0
IO_COMPLETION,4,1,0,0
PREEMPTIVE_OS_GENERICOPS,6,1,0,0
RESOURCE_QUEUE,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,1,0,0,0
PAGELATCH_UP,0,0,0,0

(50 rows affected)
