wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
SOS_WORK_DISPATCHER,77,302134,30004,3
SLEEP_TASK,41,27127,1024,0
LOGMGR_QUEUE,184,21610,129,0
LAZYWRITER_SLEEP,12,11119,1001,0
DIRTY_PAGE_POLL,107,10783,101,0
HADR_FILESTREAM_IOMGR_IOCOMPLETION,21,10509,502,0
REQUEST_FOR_DEADLOCK_SEARCH,2,10000,5000,10000
XE_TIMER_EVENT,3,9998,4999,9998
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,2,8000,4000,0
BROKER_TO_FLUSH,5,5122,1025,0
PREEMPTIVE_OS_CRYPTOPS,6,56,28,0
WRITELOG,6,12,4,3
PREEMPTIVE_OS_DMV_PDH_QUERY,1,10,10,0
PREEMPTIVE_OS_AUTHENTICATIONOPS,4,8,4,0
MEMORY_ALLOCATION_EXT,4217,6,0,0
PREEMPTIVE_OS_WRITEFILE,1,5,5,0
WAIT_ON_SYNC_STATISTICS_REFRESH,2,5,2,0
PREEMPTIVE_OS_GENERICOPS,4,1,0,0
RESOURCE_QUEUE,0,0,0,0
TRAN_MARKLATCH_DT,0,0,0,0
TRAN_MARKLATCH_EX,0,0,0,0
TRAN_MARKLATCH_UP,0,0,0,0
TRAN_MARKLATCH_SH,0,0,0,0
TRAN_MARKLATCH_KP,0,0,0,0
TRAN_MARKLATCH_NL,0,0,0,0
PAGEIOLATCH_DT,0,0,0,0
PAGEIOLATCH_EX,0,0,0,0
PAGEIOLATCH_UP,0,0,0,0
PAGEIOLATCH_SH,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0
PAGELATCH_DT,0,0,0,0
PAGELATCH_EX,0,0,0,0
PAGELATCH_UP,0,0,0,0
PAGELATCH_SH,0,0,0,0
PAGELATCH_KP,0,0,0,0
PAGELATCH_NL,0,0,0,0
PWAIT_LATCH_ONLY,0,0,0,0
LATCH_DT,0,0,0,0
LATCH_EX,0,0,0,0
LATCH_UP,0,0,0,0
LATCH_SH,0,0,0,0
LATCH_KP,0,0,0,0
LATCH_NL,0,0,0,0
LCK_M_SCH_C,0,0,0,0
LCK_M_SCH_A,0,0,0,0
LCK_M_RX_X,0,0,0,0
LCK_M_RX_U,0,0,0,0
LCK_M_RX_S,0,0,0,0
LCK_M_RIn_X,0,0,0,0

(50 rows affected)
