wait_type,waiting_tasks_count,wait_time_ms,max_wait_time_ms,signal_wait_time_ms
---------,-------------------,------------,----------------,-------------------
LCK_M_RS_U,53577,167901259,5886,11109
THREADPOOL,136260,43276912,1704,2
SOS_WORK_DISPATCHER,61707,6771127,300429,23264
SLEEP_TASK,1307,930008,2002,41
LOGMGR_QUEUE,63328,732281,129,438
PVS_PREALLOCATE,59251,597535,275538,3326
CHECKPOINT_QUEUE,80,420349,99288,1
DISPATCHER_QUEUE_SEMAPHORE,6,368344,64722,0
LAZYWRITER_SLEEP,388,366929,1023,12
DIRTY_PAGE_POLL,3641,366416,101,2
HADR_FILESTREAM_IOMGR_IOCOMPLETION,731,366099,523,16
REQUEST_FOR_DEADLOCK_SEARCH,73,365042,5011,365042
XE_TIMER_EVENT,109,364989,5013,364989
SQLTRACE_INCREMENTAL_FLUSH_SLEEP,91,364007,4000,0
QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,6,360005,60002,0
XE_DISPATCHER_WAIT,6,359993,61114,0
SP_SERVER_DIAGNOSTICS_SLEEP,980,300000,300000,300000
PWAIT_EXTENSIBILITY_CLEANUP_TASK,1,300000,300000,300000
QDS_ASYNC_QUEUE,2,274969,274836,0
BROKER_TO_FLUSH,179,182421,1048,6
BROKER_TASK_STOP,12,120020,10004,12
PREEMPTIVE_OS_CRYPTOPS,2412,24839,41,0
WRITELOG,33102,18204,30,2604
PREEMPTIVE_OS_AUTHENTICATIONOPS,1608,3929,27,0
PREEMPTIVE_OS_WRITEFILEGATHER,2,1081,541,0
SOS_SCHEDULER_YIELD,38671,1009,39,995
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,804,495,10,0
MEMORY_ALLOCATION_EXT,137111,354,0,0
PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,804,143,4,0
PREEMPTIVE_OS_QUERYREGISTRY,1400,140,4,0
PREEMPTIVE_OS_WRITEFILE,20,103,11,0
LCK_M_SCH_M,6,72,26,1
PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICYFREE,804,36,4,0
LCK_M_S_XACT_MODIFY,2,14,13,11
PREEMPTIVE_OS_DMV_PDH_QUERY,1,10,10,0
WAIT_ON_SYNC_STATISTICS_REFRESH,5,6,2,0
PAGELATCH_SH,163,5,2,4
PAGEIOLATCH_SH,10,5,0,0
WRITE_COMPLETION,8,5,0,0
SQLTRACE_FILE_BUFFER,1,4,4,0
IO_COMPLETION,8,3,0,0
PAGEIOLATCH_UP,2,1,0,0
RESERVED_MEMORY_ALLOCATION_EXT,1231,1,0,0
PREEMPTIVE_OS_GENERICOPS,6,1,0,0
PREEMPTIVE_OS_FLUSHFILEBUFFERS,2,1,0,0
RESOURCE_QUEUE,0,0,0,0
LCK_M_SCH_S,1,0,0,0
MISCELLANEOUS,0,0,0,0
PAGEIOLATCH_KP,0,0,0,0
PAGEIOLATCH_NL,0,0,0,0

(50 rows affected)
